buoy,date,water_depth,solar_zenith_angle,Ed_PAR,chlorophyll
I01,2001-07-01,100,NA,NA,3.84243125
I01,2001-08-01,100,NA,NA,4.163582888432581
I01,2001-09-01,100,NA,NA,4.486088687150838
I01,2001-10-01,100,NA,NA,4.476108991825613
I01,2001-11-01,100,NA,NA,3.2536077876106195
I01,2002-07-01,100,-4.558750491578947,367.7478851442623,2.5863100439882696
I01,2002-08-01,100,1.3686312150362845,283.95061121626736,2.980607722513089
I01,2002-09-01,100,1.5484652890434782,116.86168947362319,2.1730429565217393
I01,2002-10-01,100,1.6957633911075949,86.39088548259494,0.8460278876582278
I01,2002-11-01,100,1.844759502306425,47.99587250906095,0.36527014003294894
I01,2002-12-01,100,1.9121251647435897,4.863664068376068,0.7347252403846154
I01,2003-01-01,100,1.8689281932249322,46.78269908624454,0.9162728991596638
I01,2003-02-01,100,1.7655146225,133.58963081443451,NA
I01,2003-03-01,100,1.6078912640053764,167.3580070077285,NA
I01,2003-04-01,100,1.4372721077638888,221.19500059224305,NA
I01,2003-05-01,100,1.306382551908602,187.05279155524522,NA
I01,2003-06-01,100,1.2454383288194444,168.6999809482592,NA
I01,2003-07-01,100,1.2767798716027396,238.6217775592769,NA
I01,2003-08-01,100,1.364601372983871,405.8560041729475,NA
I01,2003-09-01,100,1.5127335527210883,298.552763793854,NA
I01,2003-10-01,100,NA,94.16962894369502,NA
I01,2003-11-01,100,NA,3.1851900370786517,NA
I01,2003-12-01,100,NA,2.0924946049557525,NA
I01,2004-01-01,100,1.8288613989361702,102.38571336440678,NA
I01,2004-02-01,100,1.7630252417385057,156.89648654694466,NA
I01,2004-03-01,100,1.6038382729784366,143.64768689417286,NA
I01,2004-04-01,100,1.4322088120549927,180.2398763652792,NA
I01,2004-05-01,100,1.3031698289919356,261.6858926379704,NA
I01,2004-06-01,100,1.2448018319166667,213.7404959428273,NA
I01,2004-07-01,100,1.2677805167473117,193.3939454028956,NA
I01,2004-08-01,100,1.3689208612768817,255.15070056431452,NA
I01,2004-09-01,100,-214.1738976954659,226.49664130035524,NA
I01,2004-10-01,100,-403.433069028529,121.15722299243774,3.4519850663713405
I01,2004-11-01,100,1.8317072108333334,78.07664579067631,2.4075442727228413
I01,2004-12-01,100,-4.831781317204301,40.88864621414879,2.1851243444529085
I01,2005-01-01,100,-0.8252350395693135,58.83656323213437,2.0390090829354617
I01,2005-02-01,100,-1.2184860717113095,99.50790730234064,1.3524712435612536
I01,2005-03-01,100,-23.961442420846772,153.07129361981634,2.8165368209570043
I01,2005-04-01,100,-8.2912252855,183.19414219725527,7.690650710791667
I01,2005-05-01,100,-2.7492340978513514,169.32744730691965,6.514965331641604
I01,2005-06-01,100,1.2448025356805557,211.3862977186113,3.795739045138889
I01,2005-07-01,100,1.2677811609274194,245.2314487561356,4.091739267876344
I01,2005-08-01,100,1.3689212730645162,296.18253197267205,2.392522125
I01,2005-09-01,100,1.5193297536731845,220.81004767434433,4.8353028261950906
I01,2005-10-01,100,1.6934701747708896,105.59604967756059,1.3715334420032717
I01,2005-11-01,100,1.8326008369595537,98.15392370486732,1.9848604579166667
I01,2005-12-01,100,0.5502484020188425,54.472714218,NA
I01,2006-01-01,100,1.8684802157469718,64.42087163078735,NA
I01,2006-02-01,100,1.7612805302238805,105.63914588752144,0.7213753111811023
I01,2006-03-01,100,-3.7803265558064516,163.89783951432162,0.6920006427448275
I01,2006-04-01,100,1.4196528636795251,264.3394989391667,0.8782470308730159
I01,2006-05-01,100,1.261730091707317,543.8654763075357,2.4060640814754097
I01,2006-06-01,100,1.244803589,463.53401511097985,3.475938290139082
I01,2006-07-01,100,1.267782125860215,518.5456478864247,4.330392475
I01,2006-08-01,100,1.3689220845967742,596.6118730017484,4.581587981182795
I01,2006-09-01,100,1.5103343315503877,390.2480560910853,2.9297540636901407
