buoy,date,water_depth,solar_zenith_angle,Ed_PAR,chlorophyll
E01,2001-07-01,100,NA,NA,3.6697468043264503
E01,2001-08-01,100,NA,NA,5.2462290627107215
E01,2001-09-01,100,NA,NA,6.364138924731183
E01,2002-07-01,100,1.2972337105479452,376.63444965555556,1.6626997735191638
E01,2002-08-01,100,1.3694002616208394,334.17949722266934,2.4907196908939016
E01,2002-09-01,100,1.54642118120954,147.35573208688245,17.881543111584328
E01,2002-10-01,100,1.7052965336969697,117.95243506666667,9.972627622727273
E01,2002-11-01,100,1.8340102111436951,61.92302322580645,1.8126940939104916
E01,2002-12-01,100,1.9148772112947658,51.56418122615536,0.16357096341463415
E01,2003-03-01,100,1.5227358908163264,197.86506226153847,NA
E01,2003-04-01,100,1.4377985975,247.72531602157272,NA
E01,2003-05-01,100,1.307469491532258,186.7034031048387,NA
E01,2003-06-01,100,1.2422778941896024,188.67046126646247,NA
E01,2003-07-01,100,1.2701398745945947,226.10212353617308,NA
E01,2003-08-01,100,1.3654281674596773,291.94536082752353,NA
E01,2003-09-01,100,1.5185555451944444,234.10310477569638,NA
E01,2003-10-01,100,1.6986876400409276,157.95376207781172,NA
E01,2003-11-01,100,1.8271536020833334,128.0371461088889,NA
E01,2003-12-01,100,1.8934904443548386,105.24614552150538,NA
E01,2004-01-01,100,1.8871791755458516,96.18702786455331,NA
E01,2004-02-01,100,1.7622560406321839,166.7088747529454,NA
E01,2004-03-01,100,1.6020288933467741,155.5970400256393,NA
E01,2004-04-01,100,1.4343828605167597,191.73599495042018,NA
E01,2004-05-01,100,1.304273636075269,278.4816615745296,NA
E01,2004-06-01,100,1.2461866842222222,218.58943030751567,NA
E01,2004-07-01,100,1.2690501361962365,218.534694230821,NA
E01,2004-08-01,100,1.3697309380913978,291.8796649434051,NA
E01,2004-09-01,100,-212.48370094304167,236.60226995714285,NA
E01,2004-10-01,100,-746.33423380735,47.24218274677368,3.2199646533386077
E01,2004-11-01,100,-999,25.797012119848485,3.692124100665914
E01,2004-12-01,100,-999,13.693069391666667,8.098525852770448
E01,2005-01-01,100,-999,12.874715934153544,3.8567108995
E01,2005-02-01,100,-999,23.23133319767442,2.036503717247387
E01,2005-03-01,100,-999,75.79354110272294,1.6274559047258064
E01,2005-04-01,100,-999,49.427020111024845,3.64018313848336
E01,2005-05-01,100,-999,23.45945915613011,1.6198816472393076
E01,2005-06-01,100,1.2458473023504868,166.02839668627027,5.541324844666395
E01,2005-07-01,100,1.2690480336693548,261.30551139849626,2.270106284550372
E01,2005-08-01,100,1.369729597016129,339.0232390813568,2.3230094800809717
E01,2005-09-01,100,1.5241242975833333,182.49396032018524,3.2689317057192495
E01,2005-10-01,100,1.6970347277597841,101.51917804335936,1.87130463112238
E01,2005-11-01,100,1.8306391922222223,74.82584348394137,1.5932280067963576
E01,2005-12-01,100,1.8941811407258065,71.50802199517426,2.0379722672899727
E01,2006-01-01,100,-0.8226580450268818,73.22932054355705,2.110215596716418
E01,2006-02-01,100,-2.72690977529148,147.34616698781764,2.2063237438622756
E01,2006-03-01,100,0.2551709815074024,227.67701658485868,3.327473343682796
E01,2006-04-01,100,0.03198719977496484,196.40443702071732,2.8269101738904494
E01,2006-05-01,100,1.3042707429166667,165.59967155203384,2.1345098408198924
E01,2006-06-01,100,1.246182861375,136.2400742586112,2.6432718845
E01,2006-07-01,100,-0.07680608971698114,176.39879201485184,1.301357490487805
E01,2006-08-01,100,1.369728974435484,204.04707817956765,1.7881118316823688
E01,2006-09-01,100,1.4937120444727272,161.4085627012566,2.4694219649454547
